500
0000241	傅冠儒	00005	林春榮
0000242	阮大豐	00006	馬國偉
0000243	蔡菁發	00007	蔡明全
0000244	吳明昇	00008	張詩婷
0000245	李俊云	00009	林裕仁
0000246	陳行利	000010	袁芸玉
0000247	劉怡政	000011	錢法佳
0000248	許雅惠	000012	陳姿穎
0000249	楊韋廷	000013	林宗霞
0000250	林培聿	000014	梁珮如
0000251	周宜欣	000015	陳素政
0000252	王淑琴	000016	黃俊真
0000253	吳子邦	000017	謝雅慧
0000254	廖家綸	000018	謝佩倫
0000255	靳信源	000019	翁樂珊
0000256	何佩君	000020	吳筠淳
0000257	鄭博文	000021	杜則儒
0000258	劉夙然	000022	藍宇軒
0000259	陳柏青	000023	孫婷婷
0000260	葉馨文	000024	陳盈龍
0000261	鐘怡君	000025	劉山光
0000262	林柏豪	000026	連怡靜
0000263	陳佩函	000027	溫淑梅
0000264	陳家雪	000028	吳子翔
0000265	吳麗慧	000029	陳慈季
0000266	周俞英	000030	黃志音
0000267	李翰儒	000031	施淑美
0000268	簡佩芸	000032	鄭英禮
0000269	吳佳蓉	000033	林政紹
0000270	簡玟原	000034	宋逸凡
0000271	陳韋亞	000035	張侑安
0000272	宋萱來	000036	劉珮珊
0000273	翁佳穎	000037	支瑋婷
0000274	王佩珊	000038	洪惠雯
0000275	陳思婷	000039	游佳蓉
0000276	張雅祥	000040	陳如銘
0000277	陳麗強	000041	吳雅芳
0000278	吳孟沛	000042	何詠昇
